time,gFx,gFy,gFz,TgF
22:09:44:654,0.0120,0.1321,0.8126,0.823
22:09:44:655,-0.0520,0.1721,0.9046,0.922
22:09:44:656,-0.0801,0.1801,0.9526,0.973
22:09:44:674,-0.0680,0.1921,0.9526,0.974
22:09:44:675,-0.0080,0.1921,0.8846,0.905
22:09:44:682,0.0440,0.1881,0.7885,0.812
22:09:44:692,0.0480,0.1801,0.7845,0.806
22:09:44:702,0.0120,0.1921,0.8766,0.897
22:09:44:712,-0.0480,0.1641,1.1007,1.114
22:09:44:722,-0.0600,0.1561,1.2889,1.300
22:09:44:734,0.0120,0.1321,1.3449,1.351
22:09:44:743,0.1121,0.1201,1.2008,1.212
22:09:44:752,0.1761,0.1561,1.0207,1.047
22:09:44:762,0.1601,0.2081,0.9526,0.988
22:09:44:772,0.1201,0.2442,0.9967,1.033
22:09:44:782,0.0881,0.2602,1.0887,1.123
22:09:44:792,0.1081,0.2322,1.2248,1.251
22:09:44:802,0.2121,0.1761,1.2689,1.298
22:09:44:812,0.3442,0.1641,1.2689,1.325
22:09:44:822,0.4323,0.1241,1.2609,1.339
22:09:44:833,0.4003,0.1001,1.2689,1.334
22:09:44:843,0.3282,0.0881,1.2368,1.283
22:09:44:852,0.2882,0.1281,1.2168,1.257
22:09:44:862,0.2802,0.1281,1.0807,1.124
22:09:44:872,0.3682,0.0841,0.8406,0.922
22:09:44:882,0.4283,0.0600,0.6765,0.803
22:09:44:892,0.4323,0.0520,0.5764,0.722
22:09:44:902,0.3763,0.0480,0.5964,0.707
22:09:44:912,0.2041,0.0280,0.7525,0.780
22:09:44:922,-0.1601,0.0640,1.3169,1.328
22:09:44:932,-0.3562,0.1001,1.7732,1.811
22:09:44:942,-0.2562,0.0640,1.6611,1.682
22:09:44:952,-0.0801,0.0961,1.1808,1.187
22:09:44:962,-0.0801,0.2282,0.8326,0.867
22:09:44:974,-0.1121,0.2882,0.6845,0.751
22:09:44:983,-0.1801,0.3682,0.6885,0.801
22:09:44:992,-0.1801,0.4443,0.7605,0.899
22:09:45:2,-0.1161,0.4803,0.8206,0.958
22:09:45:12,-0.0320,0.3843,0.8486,0.932
22:09:45:22,-0.0040,0.2402,0.9206,0.951
22:09:45:32,0.0480,0.1361,1.0167,1.027
22:09:45:42,0.1041,0.0961,1.0287,1.038
22:09:45:52,0.0961,0.1361,0.9607,0.975
22:09:45:62,0.0801,0.1521,0.8326,0.850
22:09:45:73,0.0961,0.1641,0.7965,0.819
22:09:45:84,0.0720,0.1681,0.8005,0.821
22:09:45:93,0.0280,0.1601,0.8966,0.911
22:09:45:103,0.0240,0.1201,1.0967,1.104
22:09:45:114,0.0280,0.0841,1.2889,1.292
22:09:45:125,0.0801,0.0480,1.2208,1.224
22:09:45:135,0.1241,0.0480,1.1648,1.172
22:09:45:143,0.1401,0.0640,1.0727,1.084
22:09:45:153,0.0680,0.1241,1.0327,1.042
22:09:45:163,0.0040,0.2001,0.9526,0.973
22:09:45:173,-0.0360,0.2442,0.8766,0.911
22:09:45:183,-0.0240,0.2482,0.8806,0.915
22:09:45:194,0.0360,0.2161,1.0127,1.036
22:09:45:204,0.1281,0.1521,1.2128,1.229
22:09:45:215,0.2081,0.0841,1.3929,1.411
22:09:45:224,0.2562,0.0480,1.4890,1.512
22:09:45:234,0.2802,0.0881,1.3969,1.427
22:09:45:244,0.2842,0.1641,1.0887,1.137
22:09:45:254,0.2642,0.2081,0.7845,0.854
22:09:45:264,0.2402,0.2802,0.6324,0.732
22:09:45:275,0.2802,0.2882,0.5924,0.716
22:09:45:285,0.2642,0.2442,0.6805,0.770
22:09:45:294,0.2522,0.1441,0.8486,0.897
22:09:45:304,0.2562,0.0320,1.0647,1.096
22:09:45:315,0.2602,-0.0600,1.2729,1.301
22:09:45:324,0.2402,-0.0200,1.2849,1.307
22:09:45:334,0.2402,0.0560,1.0607,1.089
22:09:45:344,0.1681,0.1161,0.8326,0.857
22:09:45:354,0.0680,0.1881,0.8286,0.852
22:09:45:364,-0.0160,0.2802,0.9927,1.032
22:09:45:375,-0.0961,0.3562,1.2128,1.268
22:09:45:385,-0.0480,0.3642,1.1088,1.168
22:09:45:394,0.0720,0.3122,0.9446,0.998
22:09:45:609,0.1601,0.3002,0.7125,0.790
22:09:45:610,0.2041,0.3362,0.6244,0.738
22:09:45:612,0.1961,0.3402,0.7165,0.817
22:09:45:613,0.1601,0.2762,0.9366,0.990
22:09:45:614,0.1081,0.2161,1.1248,1.150
22:09:45:615,0.1081,0.1481,1.2649,1.278
22:09:45:616,0.1281,0.1161,1.2889,1.300
22:09:45:617,0.2041,0.1641,1.1208,1.151
22:09:45:618,0.2201,0.2041,0.9006,0.949
22:09:45:619,0.1921,0.2362,0.8326,0.886
22:09:45:621,0.1561,0.2482,0.9526,0.997
22:09:45:622,0.1241,0.2362,1.1408,1.172
22:09:45:728,0.0680,0.1561,0.9927,1.007
22:09:45:729,0.0720,0.1281,1.3569,1.365
22:09:45:731,0.0720,0.0720,1.7412,1.744
22:09:45:733,0.1681,0.0560,1.6891,1.698
22:09:45:735,0.2842,0.1081,1.2889,1.324
22:09:45:736,0.2522,0.1921,0.9006,0.955
22:09:45:737,0.1481,0.2722,0.7405,0.803
22:09:45:738,0.0720,0.3883,0.7045,0.808
22:09:45:740,0.0640,0.4203,0.7005,0.819
22:09:45:741,0.0680,0.3362,0.8286,0.897
22:09:45:742,0.0440,0.2041,1.1168,1.136
22:09:45:744,0.0761,0.0360,1.3449,1.348
22:09:45:745,0.1401,-0.0440,1.4090,1.417
22:09:45:746,0.2121,-0.0040,1.2569,1.275
22:09:45:764,0.1801,0.0961,0.9967,1.017
22:09:45:765,0.0921,0.1361,0.8766,0.892
22:09:45:772,-0.0520,0.2081,0.9206,0.945
22:09:45:782,-0.0480,0.2362,0.9727,1.002
22:09:45:792,-0.0360,0.2522,0.9166,0.951
22:09:45:802,0.0440,0.2041,0.8166,0.843
22:09:45:812,0.1201,0.1721,0.7445,0.774
22:09:45:825,0.1281,0.1161,0.8085,0.827
22:09:45:833,0.0881,0.0841,0.9446,0.952
22:09:45:843,0.0560,0.0520,1.0327,1.036
22:09:45:852,0.0360,0.0600,0.9687,0.971
22:09:45:862,0.0520,0.1041,0.9366,0.944
22:09:45:872,0.0200,0.1601,0.9406,0.954
22:09:45:882,-0.0160,0.1721,0.9807,0.996
22:09:45:892,-0.0120,0.1681,1.0727,1.086
22:09:45:902,0.0320,0.1721,1.0647,1.079
22:09:45:912,0.0961,0.1681,0.9727,0.992
22:09:45:922,0.1441,0.2562,0.9046,0.951
22:09:45:933,0.1361,0.2161,0.9807,1.013
22:09:45:943,0.1081,0.2001,1.2088,1.230
22:09:45:954,0.1281,0.1681,1.4050,1.421
22:09:45:971,0.1681,0.1481,1.2689,1.288
22:09:45:976,0.2402,0.1921,0.9847,1.032
22:09:45:992,0.2322,0.3202,0.7325,0.832
22:09:45:993,0.1681,0.3122,0.6604,0.750
22:09:46:4,0.1201,0.2962,0.7205,0.788
22:09:46:13,0.1361,0.2242,0.8206,0.861
22:09:46:23,0.1721,0.1641,0.8406,0.874
22:09:46:33,0.2522,0.0881,0.8206,0.863
22:09:46:43,0.2962,0.0720,0.8166,0.872
22:09:46:54,0.2602,0.0680,0.8886,0.928
22:09:46:64,0.2041,0.0200,1.0607,1.080
22:09:46:74,0.1361,0.0000,1.3009,1.308
22:09:46:84,0.1001,0.0080,1.3489,1.353
22:09:46:94,0.1081,0.0801,1.1168,1.125
22:09:46:104,0.1081,0.1681,0.8326,0.856
22:09:46:128,0.0841,0.2322,0.7565,0.796
22:09:46:141,0.0280,0.3162,0.8286,0.887
22:09:46:143,-0.0480,0.3763,1.0487,1.115
22:09:46:145,-0.0640,0.3242,1.1568,1.203
22:09:46:152,0.0000,0.2442,1.0527,1.081
22:09:46:162,0.0640,0.3202,0.9486,1.003
22:09:46:175,0.0640,0.3082,1.0687,1.114
22:09:46:184,0.0320,0.3282,1.1728,1.218
22:09:46:193,-0.0240,0.2842,1.4090,1.438
22:09:46:203,0.0440,0.2402,1.3929,1.414
22:09:46:213,0.1241,0.2201,1.1128,1.141
22:09:46:223,0.1561,0.2322,0.9006,0.943
22:09:46:233,0.1521,0.2682,0.7405,0.802
22:09:46:244,0.1561,0.2842,0.7285,0.797
22:09:46:254,0.1561,0.2322,0.9607,1.001
22:09:46:264,0.1801,0.1161,1.1648,1.184
22:09:46:274,0.2121,-0.0200,1.3449,1.362
22:09:46:284,0.3002,-0.0480,1.3169,1.352
22:09:46:294,0.2962,0.0440,1.1648,1.203
22:09:46:304,0.2322,0.0520,1.0727,1.099
22:09:46:314,0.1121,0.0600,1.1208,1.128
22:09:46:324,0.0440,0.1121,1.2008,1.207
22:09:46:334,0.0360,0.1641,1.1728,1.185
22:09:46:344,0.0520,0.1801,1.0687,1.085
22:09:46:354,0.0761,0.1761,1.0367,1.054
22:09:46:364,0.0640,0.1681,1.0447,1.060
22:09:46:374,0.0520,0.1561,1.0847,1.097
22:09:46:385,0.0761,0.1321,1.0087,1.020
22:09:46:394,0.0841,0.1641,0.9126,0.931
22:09:46:404,0.0801,0.1881,0.8566,0.881
22:09:46:414,0.0600,0.1841,0.8366,0.859
22:09:46:424,0.0520,0.1641,0.9326,0.948
22:09:46:434,0.0520,0.1241,1.0727,1.081
22:09:46:444,0.0680,0.0841,1.2649,1.269
22:09:46:454,0.1161,0.0600,1.2408,1.248
22:09:46:464,0.1641,0.0761,1.0647,1.080
22:09:46:474,0.1481,0.1161,0.9086,0.928
22:09:46:484,0.0801,0.1761,0.8246,0.847
22:09:46:495,0.0360,0.2201,0.8526,0.881
22:09:46:648,0.0160,0.2121,0.9086,0.933
22:09:46:649,0.0360,0.1801,0.9486,0.966
22:09:46:651,0.0520,0.1481,1.0447,1.056
22:09:46:652,0.0640,0.1121,1.2528,1.259
22:09:46:654,0.0560,0.0761,1.4450,1.448
22:09:46:655,0.0761,0.0961,1.4370,1.442
22:09:46:656,0.1081,0.1401,1.1408,1.154
22:09:46:657,0.0680,0.2161,0.8926,0.921
22:09:46:658,0.0360,0.2882,0.7685,0.822
22:09:46:659,0.0240,0.3362,0.7765,0.847
22:09:46:665,0.0200,0.3042,0.8846,0.936
22:09:46:773,0.0640,0.1401,1.1088,1.119
22:09:46:775,0.2161,0.1161,0.7605,0.799
22:09:46:776,0.2041,0.1161,0.7445,0.781
22:09:46:778,0.1201,0.1401,0.8846,0.904
22:09:46:779,0.0841,0.1161,1.0047,1.015
22:09:46:781,0.1001,0.0841,1.0687,1.077
22:09:46:783,0.1841,0.0600,1.0087,1.027
22:09:46:784,0.2201,0.0801,0.9126,0.942
22:09:46:786,0.1681,0.0961,0.9006,0.921
22:09:46:787,0.0680,0.1081,0.9406,0.949
22:09:46:788,0.0080,0.1281,0.9807,0.989
22:09:46:790,-0.0240,0.1681,1.0527,1.066
22:09:46:792,0.0320,0.2682,1.0687,1.102
22:09:46:793,0.0520,0.3002,1.1288,1.169
22:09:46:820,0.0841,0.3082,1.2328,1.274
22:09:46:822,0.1081,0.2762,1.2248,1.260
22:09:46:823,0.1761,0.2642,1.0927,1.138
22:09:46:832,0.2242,0.2762,0.9687,1.032
22:09:46:842,0.2402,0.2922,0.8766,0.955
22:09:46:852,0.2562,0.2722,0.9166,0.990
22:09:46:862,0.2602,0.1921,1.0167,1.067
22:09:46:872,0.2802,0.1081,1.0647,1.106
22:09:46:884,0.2882,0.0280,1.0207,1.061
22:09:46:893,0.2882,0.0280,0.9967,1.038
22:09:46:903,0.2602,0.0680,1.0527,1.087
22:09:46:913,0.2722,-0.0040,1.1728,1.204
22:09:46:924,0.2482,-0.0520,1.2128,1.239
22:09:46:933,0.2482,-0.0440,1.1208,1.149
22:09:46:943,0.2562,0.0000,0.9887,1.021
22:09:46:953,0.2562,0.0080,0.9086,0.944
22:09:46:963,0.2121,0.0360,0.9927,1.016
22:09:46:973,0.1361,0.0841,1.1968,1.207
22:09:46:984,0.1521,0.0640,1.2729,1.284
22:09:46:993,0.2081,0.0640,1.0447,1.067
22:09:47:3,0.2282,0.1201,0.9086,0.944
22:09:47:14,0.1801,0.2121,0.8406,0.885
22:09:47:23,0.1481,0.2842,0.9126,0.967
22:09:47:33,0.0961,0.3042,1.1208,1.165
22:09:47:43,0.0761,0.2682,1.2769,1.307
22:09:47:53,0.1361,0.2201,1.2328,1.260
22:09:47:70,0.2282,0.2161,1.0807,1.126
22:09:47:82,0.2242,0.2842,0.8686,0.941
22:09:47:84,0.2282,0.2962,0.8686,0.946
22:09:47:93,0.2762,0.3042,0.8926,0.983
22:09:47:103,0.2161,0.2482,0.9847,1.038
22:09:47:113,0.2242,0.1721,1.0647,1.102
22:09:47:123,0.2242,0.1321,1.0007,1.034
22:09:47:133,0.2282,0.1121,0.9687,1.001
22:09:47:144,0.2081,0.1161,0.9727,1.001
22:09:47:154,0.1761,0.1161,1.0127,1.034
22:09:47:165,0.1401,0.0680,1.0127,1.025
22:09:47:174,0.1281,0.1281,0.9086,0.926
22:09:47:184,0.1121,0.0961,0.8126,0.826
22:09:47:194,0.1041,0.1121,0.7805,0.795
22:09:47:204,0.0801,0.1161,0.8406,0.852
22:09:47:214,0.0520,0.0640,0.9647,0.968
22:09:47:224,0.0400,0.0440,1.0127,1.014
22:09:47:234,0.0961,0.0320,0.9847,0.990
22:09:47:244,0.1081,0.0680,0.9366,0.945
22:09:47:254,0.0801,0.0921,0.9446,0.952
22:09:47:264,0.0280,0.1241,0.9246,0.933
22:09:47:274,0.0000,0.1321,0.9526,0.962
22:09:47:284,0.0120,0.1521,0.9687,0.981
22:09:47:294,0.0240,0.1641,1.0047,1.018
22:09:47:304,0.0480,0.1681,1.0367,1.051
22:09:47:314,0.0841,0.1601,1.1007,1.116
22:09:47:324,0.1161,0.1641,1.1688,1.186
22:09:47:334,0.1321,0.1681,1.2769,1.295
22:09:47:344,0.1521,0.1921,1.4009,1.422
22:09:47:354,0.1641,0.1961,1.4210,1.444
22:09:47:365,0.2482,0.2201,1.4490,1.486
22:09:47:374,0.2001,0.2442,1.4730,1.506
22:09:47:384,0.1801,0.2201,1.3649,1.394
22:09:47:394,0.1881,0.2121,1.2048,1.238
22:09:47:404,0.1761,0.2081,1.0087,1.045
22:09:47:414,0.1721,0.2121,0.9166,0.956
22:09:47:422,0.1881,0.1961,0.9126,0.952
22:09:47:433,0.2121,0.1241,1.0327,1.062
22:09:47:442,0.2201,0.0320,1.1328,1.154
22:09:47:452,0.2402,-0.0480,1.1448,1.171
22:09:47:462,0.2442,-0.0680,1.0447,1.075
22:09:47:472,0.2282,-0.0080,0.9286,0.956
22:09:47:484,0.2081,-0.0200,0.8246,0.851
22:09:47:492,0.1401,-0.0240,0.7925,0.805
22:09:47:502,0.0801,0.0240,0.8366,0.841
22:09:47:512,0.0320,0.0440,0.8726,0.874
22:09:47:525,0.0240,0.0520,0.8406,0.843
22:09:47:532,0.0280,0.0801,0.7485,0.753
22:09:47:694,0.0280,0.0761,0.6645,0.669
22:09:47:696,-0.0200,0.1081,0.6564,0.666
22:09:47:697,-0.1001,0.1321,0.8486,0.865
22:09:47:698,-0.2282,0.1521,1.1688,1.201
22:09:47:700,-0.2442,0.1761,1.3489,1.382
22:09:47:701,-0.1561,0.1761,1.3049,1.326
22:09:47:703,-0.0841,0.1961,1.1047,1.125
22:09:47:704,-0.0480,0.2762,0.9727,1.012
22:09:47:705,-0.0360,0.3723,0.8846,0.960
22:09:47:707,-0.0480,0.4043,0.8406,0.934
22:09:47:708,-0.0320,0.3803,0.7725,0.862
22:09:47:709,0.0480,0.3883,0.7645,0.859
22:09:52:267,0.3442,0.0600,1.1528,1.205
22:09:52:277,0.3442,0.0400,1.1007,1.154
22:09:52:279,0.3082,0.0440,1.2208,1.260
22:09:52:297,0.2722,0.0560,1.3169,1.346
22:09:52:298,0.2442,0.1201,1.2849,1.313
22:09:52:305,0.2442,0.0921,1.0287,1.061
22:09:52:307,0.2762,0.0801,0.9406,0.984
22:09:52:308,0.3002,0.0600,0.8926,0.944
22:09:52:310,0.3042,-0.0160,0.9727,1.019
22:09:52:312,0.1601,-0.0240,1.1688,1.180
22:09:52:313,0.1201,-0.0280,1.2008,1.207
22:09:52:315,0.1001,-0.0080,1.1007,1.105
22:10:10:630,0.1281,0.1361,1.0127,1.030
22:10:10:632,0.1321,0.1121,1.0287,1.043
22:10:10:634,0.1321,0.1361,1.0687,1.085
22:10:10:636,0.1401,0.1281,1.0247,1.042
22:10:10:637,0.1441,0.1361,1.0207,1.040
22:10:10:639,0.1401,0.1401,1.0167,1.036
22:10:10:640,0.1401,0.1121,1.0407,1.056
22:10:10:641,0.1321,0.1281,1.0887,1.104
22:10:10:643,0.1441,0.1121,1.0607,1.076
22:10:10:644,0.1401,0.1241,1.0447,1.061
22:10:10:645,0.1561,0.1241,1.0327,1.052
22:10:10:646,0.1401,0.1201,1.0527,1.069
22:10:10:648,0.1161,0.1321,1.0327,1.048
22:10:10:649,0.0961,0.1441,1.0287,1.043
22:10:10:650,0.1281,0.1401,1.0407,1.058
22:10:10:669,0.0961,0.1281,1.0687,1.081
22:10:10:670,0.0801,0.1361,1.0407,1.053
22:10:10:674,0.0801,0.1361,1.0407,1.053
22:10:10:835,0.0761,0.1441,1.0487,1.061
22:10:10:841,0.1001,0.1481,1.0407,1.056
22:10:10:843,0.1081,0.1161,1.0447,1.057
22:10:10:845,0.1401,0.1241,1.0127,1.030
22:10:10:847,0.0841,0.1481,1.0127,1.027
22:10:10:849,0.0640,0.1121,1.0327,1.041
22:10:10:851,0.1081,0.1281,1.0367,1.050
22:10:10:854,0.1201,0.1121,1.0767,1.089
22:10:10:855,0.1121,0.1001,1.0527,1.063
22:10:10:857,0.1041,0.1041,1.0247,1.035
22:10:10:859,0.0961,0.1121,1.0247,1.035
22:10:10:860,0.0761,0.1161,1.0527,1.062
22:10:10:862,0.1201,0.1041,1.0687,1.080
22:10:10:864,0.1281,0.0961,1.0607,1.073
22:10:10:866,0.1401,0.1041,1.0367,1.051
22:10:10:868,0.1321,0.1161,1.0287,1.044
22:10:10:921,0.1281,0.1281,1.0407,1.056
22:10:10:923,0.1281,0.1241,1.0447,1.060
22:10:10:925,0.1201,0.1161,1.0247,1.038
22:10:10:927,0.1081,0.1321,1.0207,1.035
22:10:10:928,0.1241,0.1201,1.0647,1.079
22:10:10:930,0.1161,0.1041,1.0607,1.072
22:10:10:946,0.1161,0.1041,1.0487,1.060
22:10:10:948,0.1121,0.1121,1.0647,1.076
22:10:10:959,0.0801,0.1121,1.0567,1.066
22:10:11:21,0.0720,0.1201,1.0487,1.058
22:10:11:22,0.0801,0.1321,1.0007,1.013
22:10:11:23,0.0961,0.1241,1.0047,1.017
22:10:11:24,0.1041,0.1241,1.0407,1.053
22:10:11:25,0.0881,0.1121,1.0847,1.094
22:10:11:27,0.0801,0.1201,1.0887,1.098
22:10:11:28,0.0801,0.1241,1.0487,1.059
22:10:11:40,0.0761,0.1081,1.0647,1.073
22:10:11:49,0.0720,0.1201,1.0687,1.078
22:10:11:110,0.0720,0.1321,1.0287,1.040
22:10:11:111,0.0680,0.1321,0.9967,1.008
22:10:11:113,0.0640,0.1441,1.0207,1.033
22:10:11:114,0.0720,0.1361,1.0567,1.068
22:10:11:116,0.0640,0.1321,1.0847,1.095
22:10:11:117,0.0480,0.1481,1.0527,1.064
22:10:11:119,0.0440,0.1481,1.0487,1.060
22:10:11:129,0.0440,0.1481,1.0687,1.080
22:10:11:185,0.0360,0.1481,1.0287,1.040
22:10:11:187,0.0480,0.1321,1.0327,1.042
22:10:11:188,0.0400,0.1361,1.0087,1.019
22:10:11:190,0.0440,0.1321,1.0447,1.054
22:10:11:191,0.0120,0.1321,1.0727,1.081
22:10:11:194,0.0080,0.1361,1.0487,1.058
22:10:11:200,0.0120,0.1401,1.0167,1.026
22:10:11:209,0.0120,0.1441,1.0327,1.043
22:10:11:304,0.0080,0.1401,1.0407,1.050
22:10:11:306,-0.0040,0.1481,1.0567,1.067
22:10:11:307,0.0160,0.1401,1.0087,1.018
22:10:11:308,0.0000,0.1481,1.0327,1.043
22:10:11:309,0.0040,0.1321,1.0407,1.049
22:10:11:310,-0.0080,0.1361,1.0727,1.081
22:10:11:311,0.0200,0.1401,1.0327,1.042
22:10:11:312,0.0440,0.1401,0.9967,1.007
22:10:11:313,0.0600,0.1281,1.0207,1.030
22:10:11:314,0.0440,0.1121,1.0327,1.040
22:10:11:437,0.0320,0.1161,1.0567,1.064
22:10:11:438,0.0360,0.1121,1.0727,1.079
22:10:11:439,0.0120,0.1201,1.0807,1.087
22:10:11:440,-0.0040,0.1121,1.0607,1.067
22:10:11:441,-0.0080,0.1241,1.0567,1.064
22:10:11:442,0.0040,0.1201,1.0047,1.012
22:10:11:443,-0.0040,0.1401,1.0047,1.014
22:10:11:444,-0.0040,0.1401,1.0407,1.050
22:10:11:446,0.0000,0.1281,1.0327,1.041
22:10:11:447,0.0280,0.1241,1.0247,1.033
22:10:11:554,0.0520,0.1161,0.9887,0.997
22:10:11:556,0.1281,0.1081,1.0287,1.042
22:10:11:557,0.0440,0.1161,1.0407,1.048
22:10:11:558,0.0320,0.1161,1.0407,1.048
22:10:11:559,0.0160,0.1161,1.0567,1.063
22:10:11:560,0.0240,0.1121,1.0887,1.095
22:10:11:561,0.0600,0.1001,1.0767,1.083
22:10:11:563,0.0680,0.1161,1.0287,1.037
22:10:11:564,0.0680,0.1121,1.0287,1.037
22:10:11:565,0.0440,0.1241,1.0407,1.049
22:10:11:577,0.0560,0.1201,1.0447,1.053
22:10:11:579,0.0841,0.1081,1.0447,1.054
22:10:11:580,0.0440,0.1161,1.0647,1.072
22:10:11:581,0.0320,0.1241,1.0527,1.060
22:10:11:583,0.0400,0.1161,1.0367,1.044
22:10:11:593,0.0240,0.1161,1.0247,1.032
22:10:11:618,0.0000,0.1321,1.0407,1.049
22:10:11:620,0.0000,0.1281,1.0487,1.057
22:10:11:621,-0.0120,0.1281,1.0647,1.072
22:10:11:690,0.0240,0.1161,1.0567,1.063
22:10:11:691,0.0160,0.1201,1.0567,1.064
22:10:11:692,0.0120,0.1281,1.0447,1.053
22:10:11:693,0.0320,0.1201,1.0207,1.028
22:10:11:695,0.0320,0.1201,1.0007,1.008
22:10:11:696,0.0320,0.1081,1.0287,1.035
22:10:11:697,0.0240,0.1081,1.0527,1.059
22:10:11:698,0.0440,0.1001,1.0727,1.078
22:10:11:753,0.0440,0.1081,1.0447,1.051
22:10:11:755,0.0360,0.1121,1.0527,1.059
22:10:11:756,0.0400,0.1081,1.0447,1.051
22:10:11:757,0.0520,0.1041,1.0487,1.055
22:10:11:758,0.0400,0.1001,1.0487,1.054
22:10:11:759,0.0480,0.1161,1.0367,1.044
22:10:11:817,0.0120,0.0841,1.0607,1.064
22:10:11:819,0.0080,0.1041,1.0247,1.030
22:10:11:820,0.0120,0.1041,1.0407,1.046
22:10:11:821,0.0360,0.1161,1.0287,1.036
22:10:11:822,0.0320,0.1081,1.0327,1.039
22:10:11:823,0.0400,0.0961,1.0527,1.058
22:10:11:828,0.0720,0.0961,1.0367,1.044
22:10:11:838,0.0600,0.1001,1.0207,1.027
22:10:11:911,0.0360,0.1121,1.0247,1.031
22:10:11:912,0.0480,0.1001,1.0647,1.070
22:10:11:914,0.0600,0.1081,1.0767,1.084
22:10:11:916,0.0720,0.1041,1.0447,1.052
22:10:11:917,0.0480,0.1121,1.0327,1.040
22:10:11:918,0.0440,0.1081,1.0407,1.047
22:10:11:919,0.0400,0.1241,1.0367,1.045
22:10:11:920,0.0560,0.1161,1.0527,1.061
22:10:11:929,0.0480,0.1081,1.0407,1.047
22:10:11:986,0.0600,0.0961,1.0567,1.063
22:10:11:987,0.0801,0.0881,1.0567,1.063
22:10:11:988,0.0921,0.0921,1.0527,1.061
22:10:11:989,0.0881,0.1001,1.0407,1.049
22:10:11:990,0.0801,0.1081,1.0607,1.069
22:10:11:991,0.0640,0.1081,1.0647,1.072
22:10:12:2,0.0680,0.1041,1.0407,1.048
22:10:12:8,0.0600,0.1121,1.0287,1.037
22:10:12:64,0.0360,0.1001,1.0287,1.034
22:10:12:65,0.0360,0.1001,1.0327,1.038
22:10:12:67,0.0440,0.1001,1.0527,1.058
22:10:12:68,0.0520,0.1081,1.0447,1.052
22:10:12:69,0.0440,0.1121,1.0167,1.024
22:10:12:70,0.0360,0.1041,1.0487,1.054
22:10:12:78,0.0440,0.1081,1.0687,1.075
22:10:12:88,0.0560,0.1041,1.0247,1.031
22:10:12:236,0.0520,0.1081,1.0047,1.012
22:10:12:238,0.0400,0.1001,1.0207,1.026
22:10:12:239,0.0400,0.0921,1.0567,1.061
22:10:12:241,0.0600,0.0961,1.0567,1.063
22:10:12:243,0.0600,0.1001,1.0487,1.055
22:10:12:244,0.0600,0.1041,1.0447,1.052
22:10:12:246,0.0520,0.1041,1.0367,1.043
22:10:12:247,0.0761,0.0961,1.0567,1.064
22:10:12:248,0.0921,0.1001,1.0207,1.030
22:10:12:250,0.0841,0.0841,1.0327,1.040
22:10:12:251,0.0801,0.0841,1.0607,1.067
22:10:12:252,0.0881,0.0680,1.1088,1.114
22:10:12:253,0.0400,0.1121,1.0287,1.036
22:10:12:254,0.0400,0.1041,1.0287,1.035
22:10:12:266,0.0600,0.1161,0.9967,1.005
22:10:12:268,0.0560,0.1041,1.0087,1.016
22:10:12:278,0.0480,0.1001,1.0207,1.027
22:10:12:326,0.0520,0.0961,1.0487,1.054
22:10:12:327,0.0560,0.0961,1.0927,1.098
22:10:12:330,0.0640,0.1041,1.0487,1.056
22:10:12:331,0.0720,0.1001,1.0287,1.036
22:10:12:332,0.0761,0.0921,1.0367,1.044
22:10:12:340,0.1001,0.1041,1.0287,1.039
22:10:12:515,0.0881,0.1041,1.0407,1.050
22:10:12:516,0.0680,0.0961,1.0367,1.043
22:10:12:518,0.0640,0.1121,1.0567,1.065
22:10:12:519,0.0680,0.1001,1.0807,1.087
22:10:12:520,0.0640,0.0921,1.0567,1.063
22:10:12:521,0.0761,0.1081,1.0287,1.037
22:10:12:522,0.0640,0.1001,1.0407,1.047
22:10:12:523,0.0761,0.0841,1.0327,1.039
22:10:12:524,0.0761,0.1041,1.0487,1.057
22:10:12:525,0.0881,0.0961,1.0287,1.037
22:10:12:527,0.0881,0.0841,1.0527,1.060
22:10:12:662,0.0640,0.0881,1.0727,1.078
22:10:12:663,0.0761,0.1041,1.0367,1.045
22:10:12:665,0.0640,0.1001,1.0447,1.051
22:10:12:666,0.0600,0.0921,1.0567,1.062
22:10:12:667,0.0680,0.0881,1.0527,1.059
22:10:12:668,0.0841,0.0881,1.0487,1.056
22:10:12:669,0.0761,0.0961,1.0247,1.032
22:10:12:671,0.0720,0.0961,1.0367,1.044
22:10:12:672,0.0761,0.0921,1.0687,1.075
22:10:12:673,0.0921,0.0961,1.0487,1.057
22:10:12:674,0.0841,0.1041,1.0367,1.045
22:10:12:675,0.0761,0.1001,1.0607,1.068
22:10:12:676,0.0841,0.0841,1.0607,1.067
22:10:12:678,0.0921,0.0961,1.0407,1.049
22:10:12:694,0.0881,0.0921,1.0247,1.033
22:10:12:702,0.0720,0.0881,1.0127,1.019
22:10:12:708,0.0680,0.1121,1.0287,1.037
22:10:12:770,0.0720,0.0881,1.0647,1.071
22:10:12:771,0.0680,0.1041,1.0527,1.060
22:10:12:772,0.0720,0.1041,1.0527,1.060
22:10:12:773,0.0720,0.0961,1.0607,1.067
22:10:12:774,0.0841,0.0841,1.0527,1.059
22:10:12:775,0.1001,0.1001,1.0287,1.038
22:10:12:824,0.0841,0.1001,1.0247,1.033
22:10:12:828,0.0801,0.0921,1.0327,1.040
22:10:12:829,0.0720,0.0881,1.0687,1.075
